Kingdom,Phylum,Class,Order,Family,Species,Library?,Source,Source 2,Notes,Selected,TE_count,MCH_Parameters
Animalia,Chordata,Mammalia,Chiroptera,Phyllostomidae,Anoura caudifer,Complete,Dfam,,Curated Dfam,Dfam,37,
Animalia,Chordata,Aves,Anseriformes,Anseranatidae,Anseranas semipalmata,Complete,RM2+MCH,,"ENSEMBL ""2023""",RM2+MCH,46,"x=10, e=500, c=1"
Animalia,Chordata,Mammalia,Dasyuromorphia,Dasyuridae,Antechinus flavipes,Complete,RM2+MCH,,Uncurated Dfam,RM2+MCH,119,"x=10, e=500, c=1"
Animalia,Chordata,Actinopteri,Lophiiformes,Antennariidae,Antennarius maculatus,complete,RM2+MCH,,"ENSEMBL ""2023""",RM2+MCH,268,"x=10, e=500, c=1"
Plantae,Anthocerotophyta,Anthocerotopsida,Anthocerotales,Anthocerotaceae,Anthoceros angustus,Complete,RM2+MCH,,"ENSEMBL ""2025""",RM2+MCH,144,"x=10, e=500, c=1"
Animalia,Arthropoda,Insecta,Lepidoptera,Pieridae,Anthocharis cardamines,Complete,RM2+MCH,,"ENSEMBL ""2023""",RM2+MCH,418,"x=10, e=500, c=1"
Animalia,Chordata,Aves,Passeriformes,Paridae,Anthoscopus minutus,complete,RM2+MCH,,"ENSEMBL ""2023""",RM2+MCH,65,"x=10, e=500, c=1"
Fungi,Ascomycota,Sordariomycetes,Xylariales,Diatrypaceae,Anthostoma avocetta,Complete,RM2+MCH,,B-GUT,RM2+MCH,2,"x=0, e=500, c=1"
Fungi,Ascomycota,Sordariomycetes,Xylariales,Xylariaceae,Anthostomella tomicoides,Complete,RM2+MCH,,B-GUT,RM2+MCH,1,"x=0, e=500, c=1"
Fungi,Ascomycota,Sordariomycetes,Xylariales,,Anthostomelloides leucospermi,Complete,RM2+MCH,,B-GUT,RM2+MCH,5,"x=0, e=500, c=1"
Animalia,Chordata,Mammalia,Artiodactyla,Antilocapridae,Antilocapra americana peninsularis,Complete,Dfam,,Curated Dfam,Dfam,29,
Animalia,Chordata,Mammalia,Primates,Aotidae,Aotus nancymaae,Complete,Dfam,,Curated Dfam,Dfam,15,
Animalia,Chordata,Actinopteri,Perciformes,Gasterosteidae,Apeltes quadracus,Complete,RM2+MCH,,"ENSEMBL ""2023""",RM2+MCH,100,"x=10, e=500, c=1"
Animalia,Chordata,Actinopteri,Cyprinodontiformes,Aphaniidae,Aphanius iberus,complete,RM2+MCH,,"ENSEMBL ""2023""",RM2+MCH,337,"x=10, e=500, c=1"
Fungi,Basidiomycota,Agaricomycetes,Agaricales,Radulomycetaceae,Aphanobasidium pseudotsugae,Complete,RM2+MCH,,B-GUT,RM2+MCH,3,"x=0, e=500, c=1"
Fungi,Oomycota,,Saprolegniales,Saprolegniaceae,Aphanomyces astaci,Complete,RM2+MCH,,B-GUT,RM2+MCH,15,"x=0, e=500, c=1"
Fungi,Oomycota,Saprolegniomycetes,Saprolegniales,Saprolegniaceae,Aphanomyces invadans,Complete,RM2+MCH,,B-GUT,RM2+MCH,5,"x=0, e=500, c=1"
Animalia,Nematoda,Chromadorea,Rhabditida,Aphelenchoididae,Aphelenchoides fujianensis,complete,RM2+MCH,,"ENSEMBL ""2023""",RM2+MCH,10,"x=10, e=500, c=1"
Animalia,Arthropoda,Insecta,Hymenoptera,Aphelinidae,Aphelinus atriplicis,complete,RM2+MCH,,"ENSEMBL ""2023""",RM2+MCH,205,"x=10, e=500, c=1"
Animalia,Chordata,Aves,Passeriformes,Corvidae,Aphelocoma californica,complete,RM2+MCH,,"ENSEMBL ""2023""",RM2+MCH,115,"x=10, e=500, c=1"
Animalia,Arthropoda,Insecta,Hymenoptera,Braconidae,Aphidius gifuensis,complete,RM2+MCH,,"ENSEMBL ""2023""",RM2+MCH,55,"x=10, e=500, c=1"
Animalia,Arthropoda,Insecta,Hemiptera,Aphididae,Aphis gossypii,complete,RM2+MCH,,"ENSEMBL ""2023""",RM2+MCH,53,"x=10, e=500, c=1"
Animalia,Chordata,Actinopteri,Cyprinodontiformes,Nothobranchiidae,Aphyosemion australe,Complete,RM2+MCH,,"ENSEMBL ""2023""",RM2+MCH,422,"x=10, e=500, c=1"
Fungi,Ascomycota,Sordariomycetes,Sordariales,Lasiosphaeriaceae,Apiosordaria backusii,Complete,RM2+MCH,,B-GUT,RM2+MCH,2,"x=0, e=500, c=1"
Fungi,Ascomycota,Sordariomycetes,Amphisphaeriales,Apiosporaceae,Apiospora aurea,Complete,RM2+MCH,,B-GUT,RM2+MCH,9,"x=0, e=500, c=1"
Fungi,Ascomycota,Sordariomycetes,Amphisphaeriales,Apiosporaceae,Apiospora kogelbergensis,Complete,RM2+MCH,,B-GUT,RM2+MCH,2,"x=0, e=500, c=1"
Fungi,Ascomycota,Sordariomycetes,Amphisphaeriales,Apiosporaceae,Apiospora marii,Complete,RM2+MCH,,B-GUT,RM2+MCH,3,"x=0, e=500, c=1"
Fungi,Ascomycota,Sordariomycetes,Amphisphaeriales,Apiosporaceae,Apiospora phragmitis,Complete,RM2+MCH,,B-GUT,RM2+MCH,6,"x=0, e=500, c=1"
Fungi,Basidiomycota,Tremellomycetes,Trichosporonales,Trichosporonaceae,Apiotrichum porosum,Complete,RM2+MCH,,B-GUT,RM2+MCH,1,"x=0, e=500, c=1"
Animalia,Nematoda,Chromadorea,Rhabditida,Cosmocercidae,Aplectana chamaeleonis,complete,RM2+MCH,,"ENSEMBL ""2023""",RM2+MCH,617,"x=10, e=500, c=1"
Animalia,Chordata,Actinopteri,Galaxiiformes,Galaxiidae,Aplochiton taeniatus,Complete,RM2+MCH,,Uncurated Dfam,RM2+MCH,91,"x=10, e=500, c=1"
Animalia,Chordata,Mammalia,Rodentia,Aplodontiidae,Aplodontia rufa,Complete,Dfam,,Curated Dfam,Dfam,40,
Fungi,Ascomycota,Dothideomycetes,Botryosphaeriales,Aplosporellaceae,Aplosporella prunicola,Complete,RM2+MCH,,B-GUT,RM2+MCH,2,"x=0, e=500, c=1"
Animalia,Arthropoda,Insecta,Hymenoptera,Pteromalidae,Apocrypta bakeri,complete,RM2+MCH,,"ENSEMBL ""2023""",RM2+MCH,18,"x=10, e=500, c=1"
Plantae,Angiosperma,Magnoliopsida,Gentianales,Apocynaceae,Apocynum venetum,Complete,RM2+MCH,,"ENSEMBL ""2025""",RM2+MCH,92,"x=10, e=500, c=1"
Animalia,Arthropoda,Insecta,Lepidoptera,Limacodidae,Apoda limacodes,complete,RM2+MCH,,"ENSEMBL ""2023""",RM2+MCH,427,"x=10, e=500, c=1"
Animalia,Arthropoda,Insecta,Coleoptera,Attelabidae,Apoderus coryli,complete,RM2+MCH,,"ENSEMBL ""2023""",RM2+MCH,635,"x=10, e=500, c=1"
Fungi,Ascomycota,Sordariomycetes,Sordariales,Lasiosphaeriaceae,Apodospora peruviana,Complete,RM2+MCH,,B-GUT,RM2+MCH,7,"x=0, e=500, c=1"
Animalia,Arthropoda,Insecta,Hemiptera,Miridae,Apolygus lucorum,Complete,RM2+MCH,,"ENSEMBL ""2023""",RM2+MCH,603,"x=10, e=500, c=1"
Fungi,Mucoromycota,Mucoromycetes,Mucorales,Mucoraceae,Apophysomyces variabilis,Complete,RM2+MCH,,B-GUT,RM2+MCH,26,"x=0, e=500, c=1"
Animalia,Annelida,Clitellata,Crassiclitellata,Lumbricidae,Aporrectodea caliginosa,Complete,RM2+MCH,,"ENSEMBL ""2023""",RM2+MCH,538,"x=10, e=500, c=1"
Animalia,Echinodermata,Holothuroidea,Aspidochirotida,Stichopodidae,Apostichopus japonicus,Complete,Dfam,,Curated Dfam,Dfam,2,
Animalia,Chordata,Aves,Sphenisciformes,Spheniscidae,Aptenodytes forsteri,Complete,RM2+MCH,,Uncurated Dfam,RM2+MCH,30,"x=10, e=500, c=1"
Animalia,Chordata,Aves,Apterygiformes,Apterygidae,Apteryx haastii,Complete,RM2+MCH,,Uncurated Dfam,RM2+MCH,14,"x=10, e=500, c=1"
Animalia,Chordata,Aves,Apterygiformes,Apterygidae,Apteryx owenii,Complete,RM2+MCH,,Uncurated Dfam,RM2+MCH,19,"x=10, e=500, c=1"
Animalia,Chordata,Aves,Apterygiformes,Apterygidae,Apteryx rowi,Complete,RM2+MCH,,Uncurated Dfam,RM2+MCH,15,"x=10, e=500, c=1"
Fungi,Ascomycota,Sordariomycetes,Hypocreales,Nectriaceae,Aquanectria penicillioides,Complete,RM2+MCH,,"ENSEMBL ""2023""",RM2+MCH,5,"x=10, e=500, c=1"
Plantae,Angiosperma,Magnoliopsida,Malvales,Thymelaeaceae,Aquilaria sinensis,Complete,RM2+MCH,,"ENSEMBL ""2025""",RM2+MCH,307,"x=10, e=500, c=1"
Plantae,Angiosperma,Magnoliopsida,Ranunculales,Ranunculaceae,Aquilegia coerulea,Complete,RM2+MCH,,"ENSEMBL ""2025""",RM2+MCH,179,"x=10, e=500, c=1"
Plantae,Angiosperma,,Ranunculales,Ranunculaceae,Aquilegia eximia,Complete,RM2+MCH,,Uncurated Dfam,RM2+MCH,186,"x=10, e=500, c=1"
Fungi,Ascomycota,Dothideomycetes,Pleosporales,Morosphaeriaceae,Aquilomyces patris,Complete,RM2+MCH,,B-GUT,RM2+MCH,1,"x=0, e=500, c=1"
Animalia,Chordata,Aves,Psittaciformes,Psittacidae,Ara ararauna,Complete,RM2+MCH,,Uncurated Dfam,RM2+MCH,58,"x=10, e=500, c=1"
Plantae,Angiosperma,Magnoliopsida,Brassicales,Brassicaceae,Arabidopsis arenosa,Complete,RM2+MCH,,"ENSEMBL ""2025""",RM2+MCH,162,"x=10, e=500, c=1"
Plantae,Angiosperma,Magnoliopsida,Brassicales,Brassicaceae,Arabidopsis suecica,Complete,RM2+MCH,,"ENSEMBL ""2025""",RM2+MCH,332,"x=10, e=500, c=1"
Plantae,Angiosperma,Magnoliopsida,Brassicales,Brassicaceae,Arabidopsis thaliana,Complete,RM2+MCH,,"ENSEMBL ""2025""",RM2+MCH,217,"x=10, e=500, c=1"
Plantae,Angiosperma,Magnoliopsida,Fabales,Fabaceae,Arachis duranensis,Complete,RM2+MCH,,"ENSEMBL ""2025""",RM2+MCH,347,"x=10, e=500, c=1"
Plantae,Angiosperma,Magnoliopsida,Fabales,Fabaceae,Arachis hypogaea,Complete,RM2+MCH,,"ENSEMBL ""2025""",RM2+MCH,226,"x=0, e=500, c=1"
Plantae,Angiosperma,Magnoliopsida,Fabales,Fabaceae,Arachis monticola,Complete,RM2+MCH,,"ENSEMBL ""2025""",RM2+MCH,242,"x=0, e=500, c=1"
Animalia,Arthropoda,Arachnida,Sarcoptiformes,Trhypochthoniidae,Archegozetes longisetosus,complete,RM2+MCH,,"ENSEMBL ""2023""",RM2+MCH,61,"x=10, e=500, c=1"
Animalia,Chordata,Aves,Apodiformes,Trochilidae,Archilochus colubris,Complete,RM2+MCH,,"ENSEMBL ""2023""",RM2+MCH,167,"x=10, e=500, c=1"
Animalia,Mollusca,Cephalopoda,Oegopsida,Architeuthidae,Architeuthis dux,Complete,Dfam,,Curated Dfam,Dfam,1,
Animalia,Mollusca,Bivalvia,Venerida,Vesicomyidae,Archivesica marissinica,Complete,Dfam,,Curated Dfam,Dfam,188,
Animalia,Chordata,Actinopteri,Cichliformes,Cichlidae,Archocentrus centrarchus,Complete,RM2+MCH,,Uncurated Dfam,RM2+MCH,352,"x=10, e=500, c=1"
Animalia,Arthropoda,Insecta,Lepidoptera,Erebidae,Arctia plantaginis,complete,RM2+MCH,,"ENSEMBL ""2023""",RM2+MCH,340,"x=10, e=500, c=1"
Plantae,Angiosperma,Magnoliopsida,Asterales,Asteraceae,Arctium lappa,Complete,RM2+MCH,,"ENSEMBL ""2025""",RM2+MCH,78,"x=0, e=500, c=1"
Animalia,Arthropoda,Insecta,Trichoptera,Hydropsychidae,Arctopsyche grandis,Complete,RM2+MCH,,"ENSEMBL ""2023""",RM2+MCH,121,"x=10, e=500, c=1"
Animalia,Chordata,Aves,Otidiformes,Otididae,Ardeotis kori,Complete,RM2+MCH,,Uncurated Dfam,RM2+MCH,48,"x=10, e=500, c=1"
Animalia,Chordata,Aves,Charadriiformes,Scolopacidae,Arenaria interpres,Complete,RM2+MCH,,"ENSEMBL ""2023""",RM2+MCH,66,"x=10, e=500, c=1"
Animalia,Arthropoda,Arachnida,Araneae,Araneidae,Argiope bruennichi,Complete,RM2+MCH,,"ENSEMBL ""2023""",RM2+MCH,218,"x=10, e=500, c=1"
Animalia,Mollusca,Bivalvia,Pectinida,Pectinidae,Argopecten irradians concentricus,Complete,Dfam,,Curated Dfam,Dfam,15,
Animalia,Mollusca,Bivalvia,Pectinida,Pectinidae,Argopecten purpuratus,Complete,Dfam,,Curated Dfam,Dfam,14,
Animalia,Chordata,Actinopteri,No order (eupecaria incertae sedis),Sciaenidae,Argyrosomus regius,Complete,RM2+MCH,,"ENSEMBL ""2023""",RM2+MCH,201,"x=10, e=500, c=1"
Plantae,Angiosperma,Magnoliopsida,Piperales,Aristolochiaceae,Aristolochia californica,complete,RM2+MCH,,"ENSEMBL ""2023""",RM2+MCH,278,"x=10, e=500, c=1"
Plantae,Angiosperma,Magnoliopsida,Piperales,Aristolochiaceae,Aristolochia contorta,Complete,RM2+MCH,,"ENSEMBL ""2025""",RM2+MCH,169,"x=10, e=500, c=1"
Plantae,Angiosperma,Magnoliopsida,Piperales,Aristolochiaceae,Aristolochia fimbriata,Complete,RM2+MCH,,"ENSEMBL ""2025""",RM2+MCH,169,"x=10, e=500, c=1"
Fungi,Basidiomycota,Agaricomycetes,Agaricales,Physalacriaceae,Armillaria borealis,Complete,RM2+MCH,,B-GUT,RM2+MCH,7,"x=0, e=500, c=1"
Fungi,Basidiomycota,Agaricomycetes,Agaricales,Physalacriaceae,Armillaria cepistipes,Complete,RM2+MCH,,"ENSEMBL ""2023""",RM2+MCH,28,"x=10, e=500, c=1"
Fungi,Basidiomycota,Agaricomycetes,Agaricales,Physalacriaceae,Armillaria fumosa,Complete,RM2+MCH,,B-GUT,RM2+MCH,10,"x=0, e=500, c=1"
Fungi,Basidiomycota,Agaricomycetes,Agaricales,Physalacriaceae,Armillaria gallica,Complete,RM2+MCH,,B-GUT,RM2+MCH,4,"x=0, e=500, c=1"
Fungi,Basidiomycota,Agaricomycetes,Agaricales,Physalacriaceae,Armillaria luteobubalina,Complete,RM2+MCH,,B-GUT,RM2+MCH,1,"x=0, e=500, c=1"
Fungi,Basidiomycota,Agaricomycetes,Agaricales,Physalacriaceae,Armillaria mellea,Complete,RM2+MCH,,B-GUT,RM2+MCH,2,"x=0, e=500, c=1"
Fungi,Basidiomycota,Agaricomycetes,Agaricales,Physalacriaceae,Armillaria nabsnona,Complete,RM2+MCH,,B-GUT,RM2+MCH,11,"x=0, e=500, c=1"
Fungi,Basidiomycota,Agaricomycetes,Agaricales,Physalacriaceae,Armillaria ostoyae,Complete,RM2+MCH,,B-GUT,RM2+MCH,6,"x=0, e=500, c=1"
Fungi,Basidiomycota,Agaricomycetes,Agaricales,Physalacriaceae,Armillaria solidipes,Complete,RM2+MCH,,B-GUT,RM2+MCH,3,"x=0, e=500, c=1"
Fungi,Basidiomycota,Agaricomycetes,Agaricales,Physalacriaceae,Armillaria tabescens,Complete,RM2+MCH,,B-GUT,RM2+MCH,8,"x=0, e=500, c=1"
Plantae,Angiosperma,Magnoliopsida,Asterales,Asteraceae,Artemisia argyi,Complete,RM2+MCH,,"ENSEMBL ""2025""",RM2+MCH,51,"x=0, e=500, c=1"
Fungi,Ascomycota,Eurotiomycetes,Onygenales,Arthrodermataceae,Arthroderma uncinatum,Complete,RM2+MCH,,B-GUT,RM2+MCH,3,"x=0, e=500, c=1"
Animalia,Chordata,Mammalia,Chiroptera,Phyllostomidae,Artibeus jamaicensis,Complete,Dfam,,Curated Dfam,Dfam,50,
Animalia,Chordata,Mammalia,Artiodactyla,,Artiodactyla,Complete,Dfam,,Dfam no especie,Dfam,46,
Fungi,Basidiomycota,Agaricomycetes,Russulales,Auriscalpiaceae,Artomyces pyxidatus,Complete,RM2+MCH,,B-GUT,RM2+MCH,1,"x=0, e=500, c=1"
Fungi,Ascomycota,Saccharomycetes,Saccharomycetales,Saccharomycetaceae,Arxiozyma heterogenica,Complete,RM2+MCH,,B-GUT,RM2+MCH,2,"x=0, e=500, c=1"
Animalia,Nematoda,Chromadorea,Rhabditida,Ascarididae,Ascaris suum,Complete,Dfam,,Curated Dfam,Dfam,1,
Animalia,Chordata,Ascidiacea,Phlebobranchia,Ascidiidae,Ascidia mentula,Complete,RM2+MCH,,"ENSEMBL ""2023""",RM2+MCH,110,"x=10, e=500, c=1"
Plantae,Angiosperma,Magnoliopsida,Gentianales,Apocynaceae,Asclepias syriaca,Complete,RM2+MCH,,"ENSEMBL ""2025""",RM2+MCH,229,"x=10, e=500, c=1"
Fungi,Ascomycota,Pezizomycetes,Pezizales,Ascobolaceae,Ascobolus immersus,Complete,RM2+MCH,,B-GUT,RM2+MCH,17,"x=0, e=500, c=1"
Fungi,Ascomycota,Pezizomycetes,Pezizales,Ascobolaceae,Ascobolus immersus rn42,Complete,RM2+MCH,,"ENSEMBL ""2023""",RM2+MCH,18,"x=10, e=500, c=1"
Fungi,Ascomycota,Dothideomycetes,Pleosporales,Didymellaceae,Ascochyta koolunga,Complete,RM2+MCH,,"ENSEMBL ""2023""",RM2+MCH,57,"x=10, e=500, c=1"
Fungi,Ascomycota,Dothideomycetes,Pleosporales,Didymellaceae,Ascochyta rabiei,Complete,RM2+MCH,,B-GUT,RM2+MCH,3,"x=0, e=500, c=1"
Fungi,Ascomycota,Pezizomycetes,Pezizales,Ascodesmidaceae,Ascodesmis nigricans,Complete,RM2+MCH,,B-GUT,RM2+MCH,8,"x=0, e=500, c=1"
Fungi,Ascomycota,Eurotiomycetes,Onygenales,Ascosphaeraceae,Ascosphaera apis,Complete,RM2+MCH,,B-GUT,RM2+MCH,7,"x=0, e=500, c=1"
Plantae,Angiosperma,Magnoliopsida,Asparagales,Asparagaceae,Asparagus officinalis,Complete,RM2+MCH,,Uncurated Dfam,RM2+MCH,140,"x=10, e=500, c=1"
Fungi,Ascomycota,Eurotiomycetes,Eurotiales,Aspergillaceae,Aspergillus affinis,Complete,RM2+MCH,,B-GUT,RM2+MCH,12,"x=0, e=500, c=1"
Fungi,Ascomycota,Eurotiomycetes,Eurotiales,Aspergillaceae,Aspergillus alabamensis,Complete,RM2+MCH,,B-GUT,RM2+MCH,5,"x=0, e=500, c=1"
Fungi,Ascomycota,Eurotiomycetes,Eurotiales,Aspergillaceae,Aspergillus alliaceus,Complete,RM2+MCH,,B-GUT,RM2+MCH,10,"x=0, e=500, c=1"
Fungi,Ascomycota,Eurotiomycetes,Eurotiales,Aspergillaceae,Aspergillus amoenus,Complete,RM2+MCH,,B-GUT,RM2+MCH,2,"x=0, e=500, c=1"
Fungi,Ascomycota,Eurotiomycetes,Eurotiales,Aspergillaceae,Aspergillus amylovorus,Complete,RM2+MCH,,B-GUT,RM2+MCH,2,"x=0, e=500, c=1"
Fungi,Ascomycota,Eurotiomycetes,Eurotiales,Aspergillaceae,Aspergillus appendiculatus,Complete,RM2+MCH,,B-GUT,RM2+MCH,4,"x=0, e=500, c=1"
Fungi,Ascomycota,Eurotiomycetes,Eurotiales,Aspergillaceae,Aspergillus arachidicola,Complete,RM2+MCH,,B-GUT,RM2+MCH,10,"x=0, e=500, c=1"
Fungi,Ascomycota,Eurotiomycetes,Eurotiales,Aspergillaceae,Aspergillus arxii,Complete,RM2+MCH,,B-GUT,RM2+MCH,11,"x=0, e=500, c=1"
Fungi,Ascomycota,Eurotiomycetes,Eurotiales,Aspergillaceae,Aspergillus assulatus,Complete,RM2+MCH,,B-GUT,RM2+MCH,21,"x=0, e=500, c=1"
Fungi,Ascomycota,Eurotiomycetes,Eurotiales,Aspergillaceae,Aspergillus aurantiobrunneus,Complete,RM2+MCH,,B-GUT,RM2+MCH,8,"x=0, e=500, c=1"
Fungi,Ascomycota,Eurotiomycetes,Eurotiales,Aspergillaceae,Aspergillus aurantiopurpureus,Complete,RM2+MCH,,B-GUT,RM2+MCH,12,"x=0, e=500, c=1"
Fungi,Ascomycota,Eurotiomycetes,Eurotiales,Aspergillaceae,Aspergillus aureolatus,Complete,RM2+MCH,,B-GUT,RM2+MCH,1,"x=0, e=500, c=1"
Fungi,Ascomycota,Eurotiomycetes,Eurotiales,Aspergillaceae,Aspergillus aureoluteus,Complete,RM2+MCH,,B-GUT,RM2+MCH,17,"x=0, e=500, c=1"
Fungi,Ascomycota,Eurotiomycetes,Eurotiales,Aspergillaceae,Aspergillus aureoterreus,Complete,RM2+MCH,,B-GUT,RM2+MCH,2,"x=0, e=500, c=1"
Fungi,Ascomycota,Eurotiomycetes,Eurotiales,Aspergillaceae,Aspergillus auricomus,Complete,RM2+MCH,,B-GUT,RM2+MCH,2,"x=0, e=500, c=1"
Fungi,Ascomycota,Eurotiomycetes,Eurotiales,Aspergillaceae,Aspergillus austroafricanus,Complete,RM2+MCH,,B-GUT,RM2+MCH,1,"x=0, e=500, c=1"
Fungi,Ascomycota,Eurotiomycetes,Eurotiales,Aspergillaceae,Aspergillus avenaceus,Complete,RM2+MCH,,B-GUT,RM2+MCH,2,"x=0, e=500, c=1"
Fungi,Ascomycota,Eurotiomycetes,Eurotiales,Aspergillaceae,Aspergillus awamori,Complete,RM2+MCH,,B-GUT,RM2+MCH,2,"x=0, e=500, c=1"
Fungi,Ascomycota,Eurotiomycetes,Eurotiales,Aspergillaceae,Aspergillus bertholletiae,Complete,RM2+MCH,,B-GUT,RM2+MCH,3,"x=0, e=500, c=1"
Fungi,Ascomycota,Eurotiomycetes,Eurotiales,Aspergillaceae,Aspergillus biplanus,Complete,RM2+MCH,,B-GUT,RM2+MCH,2,"x=0, e=500, c=1"
Fungi,Ascomycota,Eurotiomycetes,Eurotiales,Aspergillaceae,Aspergillus bisporus,Complete,RM2+MCH,,B-GUT,RM2+MCH,1,"x=0, e=500, c=1"
Fungi,Ascomycota,Eurotiomycetes,Eurotiales,Aspergillaceae,Aspergillus bombycis,Complete,RM2+MCH,,B-GUT,RM2+MCH,1,"x=0, e=500, c=1"
Fungi,Ascomycota,Eurotiomycetes,Eurotiales,Aspergillaceae,Aspergillus botucatensis,Complete,RM2+MCH,,B-GUT,RM2+MCH,23,"x=0, e=500, c=1"
Fungi,Ascomycota,Eurotiomycetes,Eurotiales,Aspergillaceae,Aspergillus brasiliensis,Complete,RM2+MCH,,B-GUT,RM2+MCH,2,"x=0, e=500, c=1"
Fungi,Ascomycota,Eurotiomycetes,Eurotiales,Aspergillaceae,Aspergillus brevijanus,Complete,RM2+MCH,,B-GUT,RM2+MCH,3,"x=0, e=500, c=1"
Fungi,Ascomycota,Eurotiomycetes,Eurotiales,Aspergillaceae,Aspergillus brevipes,Complete,RM2+MCH,,B-GUT,RM2+MCH,6,"x=0, e=500, c=1"
Fungi,Ascomycota,Eurotiomycetes,Eurotiales,Aspergillaceae,Aspergillus brevistipitatus,Complete,RM2+MCH,,B-GUT,RM2+MCH,10,"x=0, e=500, c=1"
Fungi,Ascomycota,Eurotiomycetes,Eurotiales,Aspergillaceae,Aspergillus caelatus,Complete,RM2+MCH,,B-GUT,RM2+MCH,8,"x=0, e=500, c=1"
Fungi,Ascomycota,Eurotiomycetes,Eurotiales,Aspergillaceae,Aspergillus caespitosus,Complete,RM2+MCH,,B-GUT,RM2+MCH,6,"x=0, e=500, c=1"
Fungi,Ascomycota,Eurotiomycetes,Eurotiales,Aspergillaceae,Aspergillus calidoustus,Complete,RM2+MCH,,B-GUT,RM2+MCH,2,"x=0, e=500, c=1"
Fungi,Ascomycota,Eurotiomycetes,Eurotiales,Aspergillaceae,Aspergillus caperatus,Complete,RM2+MCH,,B-GUT,RM2+MCH,13,"x=0, e=500, c=1"
Fungi,Ascomycota,Eurotiomycetes,Eurotiales,Aspergillaceae,Aspergillus carbonarius,Complete,RM2+MCH,,B-GUT,RM2+MCH,1,"x=0, e=500, c=1"
Fungi,Ascomycota,Eurotiomycetes,Eurotiales,Aspergillaceae,Aspergillus carlsbadensis,Complete,RM2+MCH,,B-GUT,RM2+MCH,1,"x=0, e=500, c=1"
Fungi,Ascomycota,Eurotiomycetes,Eurotiales,Aspergillaceae,Aspergillus cejpii,Complete,RM2+MCH,,B-GUT,RM2+MCH,5,"x=0, e=500, c=1"
Fungi,Ascomycota,Eurotiomycetes,Eurotiales,Aspergillaceae,Aspergillus cervinus,Complete,RM2+MCH,,B-GUT,RM2+MCH,6,"x=0, e=500, c=1"
Fungi,Ascomycota,Eurotiomycetes,Eurotiales,Aspergillaceae,Aspergillus chevalieri,Complete,RM2+MCH,,B-GUT,RM2+MCH,11,"x=0, e=500, c=1"
Fungi,Ascomycota,Eurotiomycetes,Eurotiales,Aspergillaceae,Aspergillus christenseniae,Complete,RM2+MCH,,B-GUT,RM2+MCH,9,"x=0, e=500, c=1"
Fungi,Ascomycota,Eurotiomycetes,Eurotiales,Aspergillaceae,Aspergillus chrysellus,Complete,RM2+MCH,,B-GUT,RM2+MCH,10,"x=0, e=500, c=1"
Fungi,Ascomycota,Eurotiomycetes,Eurotiales,Aspergillaceae,Aspergillus cibarius,Complete,RM2+MCH,,B-GUT,RM2+MCH,3,"x=0, e=500, c=1"
Fungi,Ascomycota,Eurotiomycetes,Eurotiales,Aspergillaceae,Aspergillus clavatus,Complete,RM2+MCH,,B-GUT,RM2+MCH,2,"x=0, e=500, c=1"
Fungi,Ascomycota,Eurotiomycetes,Eurotiales,Aspergillaceae,Aspergillus cleistominutus,Complete,RM2+MCH,,B-GUT,RM2+MCH,30,"x=0, e=500, c=1"
Fungi,Ascomycota,Eurotiomycetes,Eurotiales,Aspergillaceae,Aspergillus conjunctus,Complete,RM2+MCH,,B-GUT,RM2+MCH,1,"x=0, e=500, c=1"
Fungi,Ascomycota,Eurotiomycetes,Eurotiales,Aspergillaceae,Aspergillus coreanus,Complete,RM2+MCH,,B-GUT,RM2+MCH,14,"x=0, e=500, c=1"
Fungi,Ascomycota,Eurotiomycetes,Eurotiales,Aspergillaceae,Aspergillus corrugatus,Complete,RM2+MCH,,B-GUT,RM2+MCH,30,"x=0, e=500, c=1"
Fungi,Ascomycota,Eurotiomycetes,Eurotiales,Aspergillaceae,Aspergillus costiformis,Complete,RM2+MCH,,B-GUT,RM2+MCH,14,"x=0, e=500, c=1"
Fungi,Ascomycota,Eurotiomycetes,Eurotiales,Aspergillaceae,Aspergillus cretensis,Complete,RM2+MCH,,B-GUT,RM2+MCH,12,"x=0, e=500, c=1"
Fungi,Ascomycota,Eurotiomycetes,Eurotiales,Aspergillaceae,Aspergillus cristatus,Complete,RM2+MCH,,B-GUT,RM2+MCH,13,"x=0, e=500, c=1"
Fungi,Ascomycota,Eurotiomycetes,Eurotiales,Aspergillaceae,Aspergillus croceus,Complete,RM2+MCH,,B-GUT,RM2+MCH,2,"x=0, e=500, c=1"
Fungi,Ascomycota,Eurotiomycetes,Eurotiales,Aspergillaceae,Aspergillus crustosus,Complete,RM2+MCH,,B-GUT,RM2+MCH,2,"x=0, e=500, c=1"
Fungi,Ascomycota,Eurotiomycetes,Eurotiales,Aspergillaceae,Aspergillus cumulatus,Complete,RM2+MCH,,B-GUT,RM2+MCH,13,"x=0, e=500, c=1"
Fungi,Ascomycota,Eurotiomycetes,Eurotiales,Aspergillaceae,Aspergillus deflectus,Complete,RM2+MCH,,B-GUT,RM2+MCH,5,"x=0, e=500, c=1"
Fungi,Ascomycota,Eurotiomycetes,Eurotiales,Aspergillaceae,Aspergillus desertorum,Complete,RM2+MCH,,B-GUT,RM2+MCH,10,"x=0, e=500, c=1"
