Kingdom,Phylum,Class,Order,Family,Species,Library?,Source,Source 2,Notes,Selected,TE_count,MCH_Parameters
Fungi,Basidiomycota,Agaricomycetes,Hymenochaetales,Hymenochaetaceae,Phellopilus nigrolimitatus,Complete,RM2+MCH,,"ENSEMBL ""2023""",RM2+MCH,26,"x=10, e=500, c=1"
Fungi,Ascomycota,Sordariomycetes,Cephalothecales,Cephalothecaceae,Phialemonium atrogriseum,Complete,RM2+MCH,,B-GUT,RM2+MCH,2,"x=0, e=500, c=1"
Fungi,Ascomycota,Sordariomycetes,Cephalothecales,Cephalothecaceae,Phialemonium thermophilum,Complete,RM2+MCH,,B-GUT,RM2+MCH,3,"x=0, e=500, c=1"
Fungi,Ascomycota,Leotiomycetes,Helotiales,Mollisiaceae,Phialocephala subalpina,Complete,RM2+MCH,,B-GUT,RM2+MCH,4,"x=0, e=500, c=1"
Fungi,Ascomycota,Eurotiomycetes,Chaetothyriales,Herpotrichiellaceae,Phialophora americana,Complete,RM2+MCH,,B-GUT,RM2+MCH,2,"x=0, e=500, c=1"
Fungi,Basidiomycota,Agaricomycetes,Polyporales,Meruliaceae,Phlebia brevispora,Complete,RM2+MCH,,B-GUT,RM2+MCH,3,"x=0, e=500, c=1"
Fungi,Basidiomycota,Agaricomycetes,Polyporales,Meruliaceae,Phlebia radiata,Complete,RM2+MCH,,B-GUT,RM2+MCH,9,"x=0, e=500, c=1"
Fungi,Basidiomycota,Agaricomycetes,Corticiales,Corticiaceae,Phlebiella tulasnelloidea,Complete,RM2+MCH,,B-GUT,RM2+MCH,13,"x=0, e=500, c=1"
Fungi,Basidiomycota,Agaricomycetes,Agaricales,Cortinariaceae,Phlegmacium glaucopus,Complete,RM2+MCH,,B-GUT,RM2+MCH,35,"x=0, e=500, c=1"
Fungi,Basidiomycota,Atractiellomycetes,Atractiellales,Phleogenaceae,Phleogena faginea,Complete,RM2+MCH,,B-GUT,RM2+MCH,20,"x=0, e=500, c=1"
Fungi,Chytridiomycota,Chytridiomycetes,Chytridiales,Chytridiaceae,Phlyctochytrium arcticum,Complete,RM2+MCH,,B-GUT,RM2+MCH,15,"x=0, e=500, c=1"
Animalia,Chordata,Mammalia,Artiodactyla,Phocoenidae,Phocoena phocoena,Complete,Dfam,,Curated Dfam,Dfam,15,
Animalia,Chordata,Aves,Phoenicopteriformes,Phoenicopteridae,Phoenicopterus ruber ruber,Complete,RM2+MCH,Repbase,Uncurated Dfam,RM2+MCH,37,"x=10, e=500, c=1"
Plantae,Angiosperma,Magnoliopsida,Arecales,Arecaceae,Phoenix dactylifera,Complete,RM2+MCH,,"ENSEMBL ""2025""",RM2+MCH,265,"x=10, e=500, c=1"
Fungi,Basidiomycota,Agaricomycetes,Agaricales,Strophariaceae,Pholiota conissans,Complete,RM2+MCH,,B-GUT,RM2+MCH,3,"x=0, e=500, c=1"
Fungi,Basidiomycota,Agaricomycetes,Agaricales,Strophariaceae,Pholiota molesta,Complete,RM2+MCH,,B-GUT,RM2+MCH,6,"x=0, e=500, c=1"
Fungi,Mucoromycota,Mucoromycetes,Mucorales,Phycomycetaceae,Phycomyces blakesleeanus,Complete,RM2+MCH,,B-GUT,RM2+MCH,32,"x=0, e=500, c=1"
Fungi,Mucoromycota,Mucoromycetes,Mucorales,Phycomycetaceae,Phycomyces nitens,Complete,RM2+MCH,,B-GUT,RM2+MCH,1,"x=0, e=500, c=1"
Fungi,Ascomycota,Dothideomycetes,Botryosphaeriales,Phyllostictaceae,Phyllosticta citriasiana,Complete,RM2+MCH,,B-GUT,RM2+MCH,6,"x=0, e=500, c=1"
Fungi,Ascomycota,Dothideomycetes,Botryosphaeriales,Phyllostictaceae,Phyllosticta citribraziliensis,Complete,RM2+MCH,,B-GUT,RM2+MCH,7,"x=0, e=500, c=1"
Fungi,Ascomycota,Dothideomycetes,Botryosphaeriales,Phyllostictaceae,Phyllosticta citricarpa,Complete,RM2+MCH,,B-GUT,RM2+MCH,6,"x=0, e=500, c=1"
Fungi,Ascomycota,Dothideomycetes,Botryosphaeriales,Phyllostictaceae,Phyllosticta citrichinensis,Complete,RM2+MCH,,B-GUT,RM2+MCH,4,"x=0, e=500, c=1"
Animalia,Chordata,Mammalia,Chiroptera,Phyllostomidae,Phyllostomus discolor,Complete,Dfam,,Curated Dfam,Dfam,30,
Plantae,Bryophyta,Bryopsida,Funariales,Funariaceae,Physcomitrium patens,Complete,RM2+MCH,,"ENSEMBL ""2025""",RM2+MCH,231,"x=10, e=500, c=1"
Fungi,Oomycota,,Peronosporales,Peronosporaceae,Phytophthora capsici,Complete,RM2+MCH,,B-GUT,RM2+MCH,25,"x=0, e=500, c=1"
Fungi,Oomycota,,Peronosporales,Peronosporaceae,Phytophthora cinnamomi,Complete,RM2+MCH,,B-GUT,RM2+MCH,4,"x=0, e=500, c=1"
Fungi,Oomycota,,Peronosporales,Peronosporaceae,Phytophthora infestans,Complete,RM2+MCH,,B-GUT,RM2+MCH,277,"x=0, e=500, c=1"
Fungi,Oomycota,,Peronosporales,Peronosporaceae,Phytophthora nicotianae,Complete,RM2+MCH,,B-GUT,RM2+MCH,68,"x=0, e=500, c=1"
Fungi,Oomycota,,Peronosporales,Peronosporaceae,Phytophthora plurivora,Complete,RM2+MCH,,B-GUT,RM2+MCH,14,"x=0, e=500, c=1"
Fungi,Oomycota,,Peronosporales,Peronosporaceae,Phytophthora sojae,Complete,RM2+MCH,,B-GUT,RM2+MCH,141,"x=0, e=500, c=1"
Fungi,Ascomycota,Dothideomycetes,Capnodiales,Piedraiaceae,Piedraia hortae,Complete,RM2+MCH,,B-GUT,RM2+MCH,2,"x=0, e=500, c=1"
Fungi,Mucoromycota,Mucoromycetes,Mucorales,Mucoraceae,Pilaira anomala,Complete,RM2+MCH,,B-GUT,RM2+MCH,14,"x=0, e=500, c=1"
Animalia,Chordata,Mammalia,Primates,Cercopithecidae,Piliocolobus tephrosceles,Complete,Dfam,,Curated Dfam,Dfam,16,
Fungi,Mucoromycota,Mucoromycetes,Mucorales,Pilobolaceae,Pilobolus umbonatus,Complete,RM2+MCH,,B-GUT,RM2+MCH,28,"x=0, e=500, c=1"
Fungi,Basidiomycota,Agaricomycetes,Atheliales,Atheliaceae,Piloderma byssinum,Complete,RM2+MCH,,B-GUT,RM2+MCH,24,"x=0, e=500, c=1"
Fungi,Basidiomycota,Agaricomycetes,Atheliales,Atheliaceae,Piloderma croceum,Complete,RM2+MCH,,B-GUT,RM2+MCH,9,"x=0, e=500, c=1"
Fungi,Basidiomycota,Agaricomycetes,Atheliales,Atheliaceae,Piloderma olivaceum,Complete,RM2+MCH,,B-GUT,RM2+MCH,10,"x=0, e=500, c=1"
Fungi,Basidiomycota,Agaricomycetes,Atheliales,Atheliaceae,Piloderma sphaerosporum,Complete,RM2+MCH,,B-GUT,RM2+MCH,18,"x=0, e=500, c=1"
Animalia,Mollusca,Bivalvia,Pterioida,Pteriidae,Pinctada fucata,Complete,Dfam,,Curated Dfam,Dfam,11,
Animalia,Mollusca,Bivalvia,Pterioida,Pteriidae,Pinctada imbricata,Complete,Dfam,,Curated Dfam,Dfam,1,
Fungi,Zoopagomycota,Kickxellomycetes,Kickxellales,Kickxellaceae,Pinnaticoemansia coronantispora,Complete,RM2+MCH,,B-GUT,RM2+MCH,7,"x=0, e=500, c=1"
Animalia,Chordata,Mammalia,Chiroptera,Vespertilionidae,Pipistrellus kuhlii,Complete,Dfam,,Curated Dfam,Dfam,35,
Animalia,Chordata,Mammalia,Chiroptera,Vespertilionidae,Pipistrellus pipistrellus,Complete,Dfam,,Curated Dfam,Dfam,20,
Fungi,Zoopagomycota,Zoopagomycetes,Zoopagales,Piptocephalidaceae,Piptocephalis cylindrospora,Complete,RM2+MCH,,B-GUT,RM2+MCH,1,"x=0, e=500, c=1"
Fungi,Zoopagomycota,Zoopagomycetes,Zoopagales,Piptocephalidaceae,Piptocephalis tieghemiana,Complete,RM2+MCH,,B-GUT,RM2+MCH,1,"x=0, e=500, c=1"
Fungi,Chytridiomycota,Neocallimastigomycetes,Neocallimastigales,Neocallimastigaceae,Piromyces finnis,Complete,RM2+MCH,,B-GUT,RM2+MCH,17,"x=0, e=500, c=1"
Fungi,Basidiomycota,Agaricomycetes,Boletales,Pisolithaceae,Pisolithus albus,Complete,RM2+MCH,,B-GUT,RM2+MCH,24,"x=0, e=500, c=1"
Fungi,Basidiomycota,Agaricomycetes,Boletales,Pisolithaceae,Pisolithus croceorrhizus,Complete,RM2+MCH,,B-GUT,RM2+MCH,22,"x=0, e=500, c=1"
Fungi,Basidiomycota,Agaricomycetes,Boletales,Pisolithaceae,Pisolithus marmoratus,Complete,RM2+MCH,,B-GUT,RM2+MCH,42,"x=0, e=500, c=1"
Fungi,Basidiomycota,Agaricomycetes,Boletales,Pisolithaceae,Pisolithus microcarpus,Complete,RM2+MCH,,"ENSEMBL ""2023""",RM2+MCH,116,"x=10, e=500, c=1"
Fungi,Basidiomycota,Agaricomycetes,Boletales,Pisolithaceae,Pisolithus orientalis,Complete,RM2+MCH,,B-GUT,RM2+MCH,9,"x=0, e=500, c=1"
Fungi,Basidiomycota,Agaricomycetes,Boletales,Pisolithaceae,Pisolithus thermaeus,Complete,RM2+MCH,,B-GUT,RM2+MCH,28,"x=0, e=500, c=1"
Fungi,Basidiomycota,Agaricomycetes,Boletales,Pisolithaceae,Pisolithus tinctorius,Complete,RM2+MCH,,B-GUT,RM2+MCH,12,"x=0, e=500, c=1"
Plantae,Angiosperma,Magnoliopsida,Sapindales,Anacardiaceae,Pistacia vera,Complete,RM2+MCH,,"ENSEMBL ""2025""",RM2+MCH,222,"x=10, e=500, c=1"
Animalia,Chordata,Mammalia,Primates,Pitheciidae,Pithecia pithecia,Complete,Dfam,,Curated Dfam,Dfam,7,
Plantae,Angiosperma,Magnoliopsida,Lamiales,Plantaginaceae,Plantago ovata,Complete,RM2+MCH,,"ENSEMBL ""2025""",RM2+MCH,110,"x=10, e=500, c=1"
Animalia,Chordata,Mammalia,Artiodactyla,Platanistidae,Platanista minor,Complete,Dfam,,Curated Dfam,Dfam,20,
Plantae,Angiosperma,Magnoliopsida,Asterales,Campanulaceae,Platycodon grandiflorus,Complete,RM2+MCH,,"ENSEMBL ""2025""",RM2+MCH,497,"x=10, e=500, c=1"
Animalia,Chordata,Mammalia,Primates,,Platyrrhini,Complete,Dfam,,Dfam no especie,Dfam,59,
Fungi,Ascomycota,Pezizomycetes,Pezizales,Sarcosomataceae,Plectania melastoma,Complete,RM2+MCH,,B-GUT,RM2+MCH,8,"x=0, e=500, c=1"
Fungi,Ascomycota,Sordariomycetes,Glomerellales,Plectosphaerellaceae,Plectosphaerella cucumerina,Complete,RM2+MCH,,B-GUT,RM2+MCH,1,"x=0, e=500, c=1"
Animalia,Chordata,Mammalia,Primates,Pitheciidae,Plecturocebus donacophilus,Complete,Dfam,,Curated Dfam,Dfam,14,
Fungi,Ascomycota,Dothideomycetes,Pleosporales,Leptosphaeriaceae,Plenodomus lingam,Complete,RM2+MCH,,B-GUT,RM2+MCH,2,"x=0, e=500, c=1"
Fungi,Ascomycota,Dothideomycetes,Pleosporales,Leptosphaeriaceae,Plenodomus tracheiphilus,Complete,RM2+MCH,,B-GUT,RM2+MCH,4,"x=0, e=500, c=1"
Fungi,Ascomycota,Dothideomycetes,Pleosporales,Pleomassariaceae,Pleomassaria siparia,Complete,RM2+MCH,,B-GUT,RM2+MCH,3,"x=0, e=500, c=1"
Fungi,Basidiomycota,Agaricomycetes,Agaricales,Pleurotaceae,Pleurotus eryngii,Complete,RM2+MCH,,B-GUT,RM2+MCH,15,"x=0, e=500, c=1"
Fungi,Basidiomycota,Agaricomycetes,Agaricales,Pleurotaceae,Pleurotus eryngii var eryngii,Complete,RM2+MCH,,"ENSEMBL ""2023""",RM2+MCH,35,"x=10, e=500, c=1"
Fungi,Basidiomycota,Agaricomycetes,Agaricales,Pleurotaceae,Pleurotus ostreatus,Complete,RM2+MCH,,B-GUT,RM2+MCH,7,"x=0, e=500, c=1"
Fungi,Basidiomycota,Agaricomycetes,Amylocorticiales,Amylocorticiaceae,Plicaturopsis crispa,Complete,RM2+MCH,,B-GUT,RM2+MCH,2,"x=0, e=500, c=1"
Animalia,Arthropoda,Insecta,Lepidoptera,Plutellidae,Plutella xylostella,Complete,Dfam,,Curated Dfam,Dfam,5,
Fungi,Basidiomycota,Agaricomycetes,Agaricales,Pluteaceae,Pluteus cervinus,Complete,RM2+MCH,,B-GUT,RM2+MCH,1,"x=0, e=500, c=1"
Animalia,Chordata,Aves,Charadriiformes,Charadriidae,Pluvianellus socialis,Complete,RM2+MCH,,"ENSEMBL ""2023""",RM2+MCH,63,"x=10, e=500, c=1"
Fungi,Ascomycota,Sordariomycetes,Hypocreales,Clavicipitaceae,Pochonia chlamydosporia,Complete,RM2+MCH,,B-GUT,RM2+MCH,14,"x=0, e=500, c=1"
Animalia,Chordata,Aves,Caprimulgiformes,Podargidae,Podargus strigoides,Complete,RM2+MCH,,"ENSEMBL ""2023""",RM2+MCH,57,"x=10, e=500, c=1"
Fungi,Mucoromycota,Mortierellomycetes,Mortierellales,Mortierellaceae,Podila epicladia,Complete,RM2+MCH,,B-GUT,RM2+MCH,1,"x=0, e=500, c=1"
Fungi,Mucoromycota,Mortierellomycetes,Mortierellales,Mortierellaceae,Podila humilis,Complete,RM2+MCH,,B-GUT,RM2+MCH,6,"x=0, e=500, c=1"
Fungi,Mucoromycota,Mortierellomycetes,Mortierellales,Mortierellaceae,Podila minutissima,Complete,RM2+MCH,,B-GUT,RM2+MCH,14,"x=0, e=500, c=1"
Fungi,Mucoromycota,Mortierellomycetes,Mortierellales,Mortierellaceae,Podila verticillata,Complete,RM2+MCH,,B-GUT,RM2+MCH,3,"x=0, e=500, c=1"
Animalia,Chordata,Aves,Podicipediformes,Podicipedidae,Podilymbus podiceps,Complete,RM2+MCH,,Uncurated Dfam,RM2+MCH,76,"x=10, e=500, c=1"
Fungi,Ascomycota,Sordariomycetes,Xylariales,Xylariaceae,Podosordaria jugoyasan,Complete,RM2+MCH,,B-GUT,RM2+MCH,4,"x=0, e=500, c=1"
Fungi,Ascomycota,Leotiomycetes,Erysiphales,Erysiphaceae,Podosphaera aphanis,Complete,RM2+MCH,,B-GUT,RM2+MCH,61,"x=0, e=500, c=1"
Fungi,Ascomycota,Sordariomycetes,Sordariales,Podosporaceae,Podospora anserina,Complete,RM2+MCH,,B-GUT,RM2+MCH,4,"x=0, e=500, c=1"
Fungi,Ascomycota,Sordariomycetes,Sordariales,Podosporaceae,Podospora appendiculata,Complete,RM2+MCH,,B-GUT,RM2+MCH,7,"x=0, e=500, c=1"
Fungi,Ascomycota,Sordariomycetes,Sordariales,Podosporaceae,Podospora australis,Complete,RM2+MCH,,B-GUT,RM2+MCH,1,"x=0, e=500, c=1"
Fungi,Ascomycota,Sordariomycetes,Sordariales,Podosporaceae,Podospora bulbillosa,Complete,RM2+MCH,,B-GUT,RM2+MCH,3,"x=0, e=500, c=1"
Fungi,Ascomycota,Sordariomycetes,Sordariales,Podosporaceae,Podospora comata,Complete,RM2+MCH,,B-GUT,RM2+MCH,1,"x=0, e=500, c=1"
Fungi,Ascomycota,Sordariomycetes,Sordariales,Podosporaceae,Podospora fimiseda,Complete,RM2+MCH,,B-GUT,RM2+MCH,2,"x=0, e=500, c=1"
Fungi,Ascomycota,Sordariomycetes,Sordariales,Podosporaceae,Podospora pseudoanserina,Complete,RM2+MCH,,B-GUT,RM2+MCH,1,"x=0, e=500, c=1"
Fungi,Ascomycota,Sordariomycetes,Sordariales,Podosporaceae,Podospora pseudocomata,Complete,RM2+MCH,,B-GUT,RM2+MCH,1,"x=0, e=500, c=1"
Fungi,Ascomycota,Sordariomycetes,Sordariales,Podosporaceae,Podospora pseudopauciseta,Complete,RM2+MCH,,B-GUT,RM2+MCH,4,"x=0, e=500, c=1"
Fungi,Ascomycota,Sordariomycetes,Sordariales,Podosporaceae,Podospora tetraspora,Complete,RM2+MCH,,B-GUT,RM2+MCH,1,"x=0, e=500, c=1"
Plantae,Angiosperma,Magnoliopsida,Lamiales,Lamiaceae,Pogostemon cablin,Complete,RM2+MCH,,"ENSEMBL ""2025""",RM2+MCH,63,"x=0, e=500, c=1"
Plantae,Bryophyta,Bryopsida,Bryopsida,Bryidae,Pohlia nutans,complete,RM2+MCH,Repbase,"ENSEMBL ""2023""",RM2+MCH,70,"x=10, e=500, c=1"
Fungi,Ascomycota,Dothideomycetes,Capnodiales,Capnodiaceae,Polychaeton citri,Complete,RM2+MCH,,B-GUT,RM2+MCH,2,"x=0, e=500, c=1"
Fungi,Chytridiomycota,Chytridiomycetes,Polychytriales,,Polychytrium aggregatum,Complete,RM2+MCH,,B-GUT,RM2+MCH,9,"x=0, e=500, c=1"
Animalia,Chordata,Actinopteri,Acipenseriformes,Polyodontidae,Polyodon spathula,Complete,RM2+MCH,,Uncurated Dfam,RM2+MCH,214,"x=10, e=500, c=1"
Fungi,Ascomycota,Leotiomycetes,Helotiales,,Polyphilus sieberi,Complete,RM2+MCH,,B-GUT,RM2+MCH,20,"x=0, e=500, c=1"
Fungi,Ascomycota,Dothideomycetes,Pleosporales,Tetraplosphaeriaceae,Polyplosphaeria fusca,Complete,RM2+MCH,,B-GUT,RM2+MCH,2,"x=0, e=500, c=1"
Fungi,Basidiomycota,Agaricomycetes,Polyporales,Polyporaceae,Polyporus arcularius,Complete,RM2+MCH,,B-GUT,RM2+MCH,2,"x=0, e=500, c=1"
Fungi,Basidiomycota,Agaricomycetes,Polyporales,Polyporaceae,Polyporus brumalis,Complete,RM2+MCH,,B-GUT,RM2+MCH,5,"x=0, e=500, c=1"
Fungi,Ascomycota,Eurotiomycetes,Onygenales,,Polytolypa hystricis,Complete,RM2+MCH,,B-GUT,RM2+MCH,5,"x=0, e=500, c=1"
Animalia,Acanthocephala,Palaeacanthocephala,Echinorhynchida,Pomphorhynchidae,Pomphorhynchus laevis,Complete,Dfam,,Curated Dfam,Dfam,1,
Animalia,Chordata,Mammalia,Primates,Hominidae,Pongo abelii,Complete,Dfam,,Curated Dfam,Dfam,6,
Animalia,Chordata,Mammalia,Artiodactyla,Pontoporiidae,Pontoporia blainvillei,Complete,Dfam,,Curated Dfam,Dfam,17,
Plantae,Angiosperma,Magnoliopsida,Malpighiales,Salicaceae,Populus alba,Complete,RM2+MCH,,"ENSEMBL ""2025""",RM2+MCH,286,"x=10, e=500, c=1"
Plantae,Angiosperma,Magnoliopsida,Malpighiales,Salicaceae,Populus davidiana,Complete,RM2+MCH,,"ENSEMBL ""2025""",RM2+MCH,238,"x=10, e=500, c=1"
Plantae,Angiosperma,Magnoliopsida,Malpighiales,Salicaceae,Populus deltoides,Complete,RM2+MCH,,"ENSEMBL ""2025""",RM2+MCH,350,"x=10, e=500, c=1"
Plantae,Angiosperma,Magnoliopsida,Malpighiales,Salicaceae,Populus ilicifolia,Complete,RM2+MCH,,"ENSEMBL ""2025""",RM2+MCH,154,"x=10, e=500, c=1"
Plantae,Angiosperma,Magnoliopsida,Malpighiales,Salicaceae,Populus pruinosa,Complete,RM2+MCH,,"ENSEMBL ""2025""",RM2+MCH,108,"x=10, e=500, c=1"
Plantae,Angiosperma,Magnoliopsida,Malpighiales,Salicaceae,Populus simonii,Complete,RM2+MCH,,"ENSEMBL ""2025""",RM2+MCH,360,"x=10, e=500, c=1"
Plantae,Angiosperma,Magnoliopsida,Malpighiales,Salicaceae,Populus tomentosa,Complete,RM2+MCH,,"ENSEMBL ""2025""",RM2+MCH,312,"x=10, e=500, c=1"
Plantae,Angiosperma,Magnoliopsida,Malpighiales,Salicaceae,Populus trichocarpa,Complete,RM2+MCH,Repbase,APTEdb,RM2+MCH,462,"x=10, e=500, c=1"
Plantae,Angiosperma,Magnoliopsida,Malpighiales,Salicaceae,Populus x sibirica,Complete,RM2+MCH,,"ENSEMBL ""2025""",RM2+MCH,311,"x=10, e=500, c=1"
Fungi,Basidiomycota,Agaricomycetes,Hymenochaetales,Hymenochaetaceae,Porodaedalea chrysoloma,Complete,RM2+MCH,,B-GUT,RM2+MCH,3,"x=0, e=500, c=1"
Fungi,Basidiomycota,Agaricomycetes,Hymenochaetales,Hymenochaetaceae,Porodaedalea niemelaei,Complete,RM2+MCH,,B-GUT,RM2+MCH,6,"x=0, e=500, c=1"
Fungi,Basidiomycota,Agaricomycetes,Polyporales,Phanerochaetaceae,Porostereum spadiceum,Complete,RM2+MCH,,B-GUT,RM2+MCH,7,"x=0, e=500, c=1"
Fungi,Basidiomycota,Agaricomycetes,Trechisporales,Hydnodontaceae,Porpomyces mucidus,Complete,RM2+MCH,,B-GUT,RM2+MCH,13,"x=0, e=500, c=1"
Plantae,Angiosperma,Magnoliopsida,Caryophyllales,Portulacaceae,Portulaca oleracea,Complete,RM2+MCH,,"ENSEMBL ""2025""",RM2+MCH,542,"x=10, e=500, c=1"
Fungi,Basidiomycota,Agaricomycetes,Polyporales,Postiaceae,Postia stiptica,Complete,RM2+MCH,,B-GUT,RM2+MCH,9,"x=0, e=500, c=1"
Animalia,Mollusca,Bivalvia,Unionida,Unionidae,Potamilus streckersoni,Complete,Dfam,,Curated Dfam,Dfam,19,
Fungi,Chytridiomycota,Chytridiomycetes,Spizellomycetales,Powellomycetaceae,Powellomyces hirtus,Complete,RM2+MCH,,B-GUT,RM2+MCH,1,"x=0, e=500, c=1"
Animalia,Chordata,Mammalia,Primates,,Primates,Complete,Dfam,Repbase,Dfam no especie,Dfam,51,
Plantae,Angiosperma,Magnoliopsida,Lamiales,Gesneriaceae,Primulina eburnea,Complete,RM2+MCH,,"ENSEMBL ""2025""",RM2+MCH,348,"x=10, e=500, c=1"
Animalia,Nematoda,Chromadorea,Rhabditida,Neodiplogasteridae,Pristionchus arcanus,Complete,Dfam,,Curated Dfam,Dfam,1,
Animalia,Nematoda,Chromadorea,Rhabditida,Neodiplogasteridae,Pristionchus pacificus,Complete,Dfam,,Curated Dfam,Dfam,1,
Animalia,Chordata,Chondrichthyes,Rhinopristiformes,Pristidae,Pristis pectinata,Complete,RM2+MCH,,Uncurated Dfam,RM2+MCH,281,"x=10, e=500, c=1"
Animalia,Chordata,Mammalia,Hyracoidea,Procaviidae,Procavia capensis capensis,Complete,Dfam,,Curated Dfam,Dfam,18,
Animalia,Chordata,Mammalia,Primates,Lemuridae,Prolemur simus,Complete,RM2+MCH,,Uncurated Dfam,RM2+MCH,155,"x=10, e=500, c=1"
Animalia,Chordata,Mammalia,Primates,Indriidae,Propithecus coquereli,Complete,Dfam,,Curated Dfam,Dfam,31,
Animalia,,,,,Protostomia,Complete,Dfam,,Dfam no especie,Dfam,1,
Plantae,Angiosperma,Magnoliopsida,Rosales,Rosaceae,Prunus armeniaca,Complete,RM2+MCH,,"ENSEMBL ""2025""",RM2+MCH,206,"x=10, e=500, c=1"
Plantae,Angiosperma,Magnoliopsida,Rosales,Rosaceae,Prunus avium,Complete,RM2+MCH,,"ENSEMBL ""2025""",RM2+MCH,158,"x=10, e=500, c=1"
Plantae,Angiosperma,Magnoliopsida,Rosales,Rosaceae,Prunus dulcis,Complete,RM2+MCH,,"ENSEMBL ""2025""",RM2+MCH,262,"x=10, e=500, c=1"
Plantae,Angiosperma,Magnoliopsida,Rosales,Rosaceae,Prunus kanzakura,Complete,RM2+MCH,,"ENSEMBL ""2025""",RM2+MCH,340,"x=10, e=500, c=1"
Plantae,Angiosperma,Magnoliopsida,Rosales,Rosaceae,Prunus mira,Complete,RM2+MCH,,"ENSEMBL ""2025""",RM2+MCH,374,"x=10, e=500, c=1"
Plantae,Angiosperma,Magnoliopsida,Rosales,Rosaceae,Prunus padus,Complete,RM2+MCH,,"ENSEMBL ""2025""",RM2+MCH,314,"x=10, e=500, c=1"
Plantae,Angiosperma,Magnoliopsida,Rosales ,Rosaceae,Prunus persica,Complete,RM2+MCH,Repbase,Uncurated Dfam,RM2+MCH,215,"x=10, e=500, c=1"
Plantae,Angiosperma,Magnoliopsida,Rosales,Rosaceae,Prunus salicina,Complete,RM2+MCH,,"ENSEMBL ""2025""",RM2+MCH,208,"x=10, e=500, c=1"
Plantae,Angiosperma,Magnoliopsida,Rosales,Rosaceae,Prunus yedoensis,Complete,RM2+MCH,,"ENSEMBL ""2025""",RM2+MCH,277,"x=10, e=500, c=1"
Animalia,Chordata,Mammalia,Rodentia,Muridae,Psammomys obesus,Complete,Dfam,,Curated Dfam,Dfam,29,
Fungi,Ascomycota,Dothideomycetes,Mycosphaerellales,Mycosphaerellaceae,Pseudocercospora fijiensis,Complete,RM2+MCH,,B-GUT,RM2+MCH,12,"x=0, e=500, c=1"
Fungi,Ascomycota,Dothideomycetes,Mycosphaerellales,Mycosphaerellaceae,Pseudocercospora musae,Complete,RM2+MCH,,B-GUT,RM2+MCH,7,"x=0, e=500, c=1"
Fungi,Ascomycota,Dothideomycetes,Mycosphaerellales,Mycosphaerellaceae,Pseudocercospora ulei,Complete,RM2+MCH,,"ENSEMBL ""2023""",RM2+MCH,49,"x=10, e=500, c=1"
Fungi,Ascomycota,Sordariomycetes,Sordariales,Schizotheciaceae,Pseudoechria curvicolla,Complete,RM2+MCH,,B-GUT,RM2+MCH,9,"x=0, e=500, c=1"
Fungi,Ascomycota,Leotiomycetes,Thelebolales,Thelebolaceae,Pseudogymnoascus destructans,Complete,RM2+MCH,,B-GUT,RM2+MCH,20,"x=0, e=500, c=1"
Fungi,Ascomycota,Leotiomycetes,Thelebolales,Thelebolaceae,Pseudogymnoascus verrucosus,Complete,RM2+MCH,,B-GUT,RM2+MCH,2,"x=0, e=500, c=1"
Fungi,Ascomycota,Sordariomycetes,Amphisphaeriales,Pseudomassariaceae,Pseudomassariella vexata,Complete,RM2+MCH,,B-GUT,RM2+MCH,3,"x=0, e=500, c=1"
Fungi,Ascomycota,Sordariomycetes,Sordariales,Sordariaceae,Pseudoneurospora amorphoporcata,Complete,RM2+MCH,,B-GUT,RM2+MCH,5,"x=0, e=500, c=1"
Fungi,Ascomycota,Dothideomycetes,Pleosporales,Pseudopyrenochaetaceae,Pseudopyrenochaeta lycopersici,Complete,RM2+MCH,,"ENSEMBL ""2023""",RM2+MCH,74,"x=10, e=500, c=1"
Fungi,Ascomycota,Dothideomycetes,Acrospermales,Acrospermaceae,Pseudovirgaria hyperparasitica,Complete,RM2+MCH,,B-GUT,RM2+MCH,5,"x=0, e=500, c=1"
Plantae,Angiosperma,Magnoliopsida,Myrtales,Myrtaceae,Psidium guajava,Complete,RM2+MCH,,"ENSEMBL ""2025""",RM2+MCH,282,"x=10, e=500, c=1"
Fungi,Basidiomycota,Agaricomycetes,Agaricales,Strophariaceae,Psilocybe cubensis,Complete,RM2+MCH,,B-GUT,RM2+MCH,3,"x=0, e=500, c=1"
Fungi,Basidiomycota,Agaricomycetes,Agaricales,Strophariaceae,Psilocybe cyanescens,Complete,RM2+MCH,,B-GUT,RM2+MCH,4,"x=0, e=500, c=1"
Fungi,Basidiomycota,Agaricomycetes,Agaricales,Strophariaceae,Psilocybe serbica,Complete,RM2+MCH,,B-GUT,RM2+MCH,6,"x=0, e=500, c=1"
Animalia,Chordata,Aves,Pterocliformes,Pteroclidae,Pterocles orientalis,Complete,RM2+MCH,,Uncurated Dfam,RM2+MCH,57,"x=10, e=500, c=1"
Animalia,Chordata,Mammalia,Chiroptera,Mormoopidae,Pteronotus parnellii,Complete,Dfam,,Curated Dfam,Dfam,24,
Animalia,Chordata,Mammalia,Carnivora,Mustelidae,Pteronura brasiliensis,Complete,Dfam,,Curated Dfam,Dfam,16,
Animalia,Chordata,Mammalia,Chiroptera,Pteropodidae,Pteropus alecto,Complete,Dfam,,Curated Dfam,Dfam,21,
